example_id,pdb_id,assembly_id,deposition_date,resolution,num_polymer_pn_units,n_prot,cluster,is_inter_molecule,pn_unit_1_iid,pn_unit_2_iid,stable_key,stable_hash,transform_ok,transform_error,evaluation_status
"{['pdb', 'interfaces']}{9mm1}{1}{['A_1', 'F_1']}",9mm1,1,2024-12-19,2.08,4,1,2274cb1776e+ICS,True,A_1,F_1,9mm1|1|A_1|F_1,3683ea39b00b1e00c6b2ee512b7cef987a4894938bbacfbcb3518e59a95a39d7,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l6x}{1}{['A_1', 'B_1']}",9l6x,1,2024-12-25,1.89,2,1,a35d9fcd8e2+d2b86090f52,True,A_1,B_1,9l6x|1|A_1|B_1,36f9e2dae4ef10f48ac91576f84a391454bf19c52281956f3fa8df55a5e305a0,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsb}{1}{['A_2', 'C_2']}",9hsb,1,2024-12-19,1.81,2,1,c6e0837fb0a+A1IWR,True,A_2,C_2,9hsb|1|A_2|C_2,375d742960f21782e4cb5647deef853d8eb4f455d7107593d18f4234ba2a671f,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mlz}{1}{['C_1', 'I_1']}",9mlz,1,2024-12-19,2.19,4,1,2274cb1776e+HCA,True,C_1,I_1,9mlz|1|C_1|I_1,3765871d89881a825fe73b9e54fbf8f19aae02580c97e1fa787b4454334a30e3,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsj}{1}{['A_1', 'B_1']}",9hsj,1,2024-12-19,1.76,2,1,c6e0837fb0a+A1IWV,True,A_1,B_1,9hsj|1|A_1|B_1,3777111ca1afd446ac4c33646689682c80941f72c6de9fcccd1dfc2415da221e,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l3c}{1}{['B_1', 'Y_1']}",9l3c,1,2024-12-18,2.23,2,1,44966d25721+A1L60,True,B_1,Y_1,9l3c|1|B_1|Y_1,38e9244497e1178223e6ca040d667081cb0071a14a3ac26c995308723d486db7,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l33}{1}{['A_1', 'C_1']}",9l33,1,2024-12-17,1.35,1,1,af43c6bf11b+MNP,True,A_1,C_1,9l33|1|A_1|C_1,3a5f1a34326c143e537d476dd5f93e928a1552e1b881d4c65b3276671d68e18e,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l6z}{1}{['B_1', 'E_1']}",9l6z,1,2024-12-25,1.8,2,1,a35d9fcd8e2+NA,True,B_1,E_1,9l6z|1|B_1|E_1,3a815898d7ea94159879a3de0275ef6fdc0e20e41d708e4b0fea29c96cc9bc28,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsf}{1}{['A_1', 'B_1']}",9hsf,1,2024-12-19,2.1,2,1,c6e0837fb0a+A1IWT,True,A_1,B_1,9hsf|1|A_1|B_1,3a9119dbf6223205006ec3123582c74c549b74ebfde5ba02412549deca1d5227,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mm0}{1}{['A_1', 'F_1']}",9mm0,1,2024-12-19,2.19,4,1,2274cb1776e+ICS,True,A_1,F_1,9mm0|1|A_1|F_1,3b0e7892729a1d2d62d478efa15f58f28aa0798303f9a70fbee27158e4f267ef,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l48}{1}{['A_1', 'C_1']}",9l48,1,2024-12-20,1.9,3,1,ec4953fc3c1+f86fc24b46a,True,A_1,C_1,9l48|1|A_1|C_1,3b186dd652d5fd040a787d206ceb835894f036dd080cfd9ea503942b7e68ac2a,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hse}{1}{['A_1', 'B_1']}",9hse,1,2024-12-19,1.96,2,1,c6e0837fb0a+A1IWU,True,A_1,B_1,9hse|1|A_1|B_1,3b3474702e92a9acb4ab35706f9c0c7730b223408a2d47f3f17ee42a98061267,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l2z}{1}{['A_1', 'B_1']}",9l2z,1,2024-12-17,1.2,1,1,af43c6bf11b+ZN,True,A_1,B_1,9l2z|1|A_1|B_1,3b40e0b26be5f09250f206094e7a570bdff5170fa84577f11cca84e6ca78347e,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mm1}{1}{['D_1', 'L_1']}",9mm1,1,2024-12-19,2.08,4,1,219b8757b84+CLF,True,D_1,L_1,9mm1|1|D_1|L_1,3c20b06268b38a00dc82e99cfe790747886d4ea88940f7bb838b223e9b4d419e,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsl}{1}{['A_1', 'A_2']}",9hsl,1,2024-12-19,2.15,2,2,c6e0837fb0a+c6e0837fb0a,True,A_1,A_2,9hsl|1|A_1|A_2,3d5be573f25b9b3233f4e2ad7759b75884f872f8d87e5d57fb6e63b1d3baa4a9,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mm1}{1}{['A_1', 'E_1']}",9mm1,1,2024-12-19,2.08,4,1,2274cb1776e+HCA,True,A_1,E_1,9mm1|1|A_1|E_1,3df43f66000a8db80075c941886b4d00c029f2d6391c23287ef2263abc90d58b,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hs0}{1}{['A_2', 'B_2']}",9hs0,1,2024-12-18,1.3,3,1,b2b5a1004cf+CU,True,A_2,B_2,9hs0|1|A_2|B_2,3edfa09fcbeda25298aaca8c3d70f5a74be6cf60e04ba20440241993ec7dcead,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l32}{1}{['A_1', 'C_1']}",9l32,1,2024-12-17,1.2,1,1,af43c6bf11b+MNP,True,A_1,C_1,9l32|1|A_1|C_1,3f20c5e913dced3ba75e41e307a79d141c37932cf501302d72248cbb58507677,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l31}{1}{['A_1', 'C_1']}",9l31,1,2024-12-17,1.2,1,1,af43c6bf11b+MNP,True,A_1,C_1,9l31|1|A_1|C_1,3f4aab7bf0ef091cdb487e4a25c84b968b9f565c07fe7cbe4b6e05a13bebda10,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l2n}{1}{['B_1', 'J_1']}",9l2n,1,2024-12-17,1.7,2,1,37675c227ed+CA,True,B_1,J_1,9l2n|1|B_1|J_1,3f54af27b4103abf92f560834b64dda6ed6ffeacf72ca9906e5b2bab2e5506c5,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mm1}{1}{['A_1', 'D_1']}",9mm1,1,2024-12-19,2.08,4,2,2274cb1776e+219b8757b84,True,A_1,D_1,9mm1|1|A_1|D_1,3f6902e70b0285809940a6ff0deed9e9fbff66cbda8b917a3ad8a8d884d0e8f1,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mp8}{1}{['A_1', 'G_1']}",9mp8,1,2024-12-30,1.83,1,1,71855bdbc1b+NA,True,A_1,G_1,9mp8|1|A_1|G_1,40322d1e64905343b641f5014e2ae59d26ff1a825bbab889029e9948809fe654,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hta}{1}{['A_1', 'B_1']}",9hta,1,2024-12-19,2.17,1,1,5fd51692804+NGT,True,A_1,B_1,9hta|1|A_1|B_1,405c210830f08e2ffacb27160af5007a54dbd7aeb4834118afee8905985f92d8,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l9r}{1}{['A_1', 'B_1']}",9l9r,1,2024-12-31,1.45,1,1,71855bdbc1b+CL,True,A_1,B_1,9l9r|1|A_1|B_1,409e3dfa87872c2372283c765383c1bf952b51a7ee8f362e9900ab7e0e31f7a3,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mm0}{1}{['B_1', 'C_1']}",9mm0,1,2024-12-19,2.19,4,2,219b8757b84+2274cb1776e,True,B_1,C_1,9mm0|1|B_1|C_1,44005ceb6e1d9c578c7ed233a9eada76fc1b4d9cb9dccad3c10eb00f920ef4fd,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsz}{1}{['A_2', 'B_2']}",9hsz,1,2024-12-19,1.96,2,1,c6e0837fb0a+4AP,True,A_2,B_2,9hsz|1|A_2|B_2,445082151b461a9b7c197bbd5d5ae3bdf909ad63671661b4ccd574c10a93e7fd,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsd}{1}{['A_1', 'B_1']}",9hsd,1,2024-12-19,2.18,2,1,c6e0837fb0a+NNW,True,A_1,B_1,9hsd|1|A_1|B_1,44f9cac767a50e64adb06445fb516fa4fa117b90ccc5a979b1d6d5c39a7cb0ec,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l2n}{1}{['B_1', 'H_1']}",9l2n,1,2024-12-17,1.7,2,1,37675c227ed+CY9,True,B_1,H_1,9l2n|1|B_1|H_1,453fb0d9b1a9871467366a7fe02c640dfefd343f575393ff2d0062095dd14088,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l3c}{1}{['A_1', 'F_1']}",9l3c,1,2024-12-18,2.23,2,1,44966d25721+PPI,True,A_1,F_1,9l3c|1|A_1|F_1,45e53be83311adc0203c6aac6dd90ea00a45ca58dde05495737eca821db64efd,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hso}{1}{['A_1', 'B_1']}",9hso,1,2024-12-19,2.3,2,1,c6e0837fb0a+0PY,True,A_1,B_1,9hso|1|A_1|B_1,45fc95dea17cec1a28675b6ffac05501250854b4df4ec1cb9aa88537989f12b6,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9htu}{1}{['A_1', 'B_1']}",9htu,1,2024-12-19,1.8,1,1,b0ecdaebf21+ZN,True,A_1,B_1,9htu|1|A_1|B_1,469da3d0c4a7ab0e54da6584a0f69dfed14cd8be6fc663a67658fc75c89c9bf0,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l6z}{1}{['B_1', 'F_1']}",9l6z,1,2024-12-25,1.8,2,1,a35d9fcd8e2+NA,True,B_1,F_1,9l6z|1|B_1|F_1,46f0c4b9dd1e1d08ce14b3865942bb549eddb151301cbf1c512806117dae3ad3,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mm1}{1}{['C_1', 'G_1']}",9mm1,1,2024-12-19,2.08,4,1,2274cb1776e+FE,True,C_1,G_1,9mm1|1|C_1|G_1,472adbc81e3c5217e9e89e013ca95e180033b1d94ca1d909565e1072949712e4,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l9r}{1}{['A_1', 'C_1']}",9l9r,1,2024-12-31,1.45,1,1,71855bdbc1b+CL,True,A_1,C_1,9l9r|1|A_1|C_1,48d1600ec799f34c36850d3c23f6e9d1b32501e863a096978987d24bb2b0fc55,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mlz}{1}{['C_1', 'L_1']}",9mlz,1,2024-12-19,2.19,4,1,2274cb1776e+CLF,True,C_1,L_1,9mlz|1|C_1|L_1,48eaf86389b491013ae4c21a1efb28ceb884e002f6bc15ea656dda2cb2b1db70,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mp4}{1}{['A_1', 'F_1']}",9mp4,1,2024-12-30,1.82,1,1,71855bdbc1b+CL,True,A_1,F_1,9mp4|1|A_1|F_1,4a04a72aa31ef81cb62a67540b9912573c6733e5ddfdf6dc92ca61f4f4aced9f,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsv}{1}{['A_1', 'C_1']}",9hsv,1,2024-12-19,1.68,2,1,c6e0837fb0a+IRU,True,A_1,C_1,9hsv|1|A_1|C_1,4ae45f17ef7998c68b1e2fe52dbbc66ddcb98bbbe7076bfe5500920c2a79ad70,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9ml8}{2}{['E_1', 'F_1']}",9ml8,2,2024-12-18,2.4,3,2,feb6bee15c4+2a1ecf73689,True,E_1,F_1,9ml8|2|E_1|F_1,4af47e94d4325b79b27b3de8c538bf19b46f2670cdfda04709aa0f813105cd9e,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsw}{1}{['A_2', 'C_2']}",9hsw,1,2024-12-19,1.76,2,1,c6e0837fb0a+A1IWS,True,A_2,C_2,9hsw|1|A_2|C_2,4b0d02d800f82d4f875ea99a152dcd7121f90df5315ba31bd9c97ab1c1f28001,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mp6}{1}{['A_1', 'D_1']}",9mp6,1,2024-12-30,2.22,1,1,71855bdbc1b+CL,True,A_1,D_1,9mp6|1|A_1|D_1,4b54707e756fd9d96699f0ab5e6b86230e94aa521c0d39ab14e0710874d05ebc,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsq}{1}{['A_1', 'C_1']}",9hsq,1,2024-12-19,1.77,2,1,c6e0837fb0a+9NN,True,A_1,C_1,9hsq|1|A_1|C_1,4c228650a93ba0ea894b3d56c5e34304b26d5d5d75a1a4e6ee4086aa345868f7,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsx}{1}{['A_2', 'C_2']}",9hsx,1,2024-12-19,2.23,2,1,c6e0837fb0a+HVK,True,A_2,C_2,9hsx|1|A_2|C_2,4ca493cef90d1e3f48d52cf42bdae66e6c7182d8b6ccaee4ec789e94b3b817ee,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mly}{1}{['C_1', 'L_1']}",9mly,1,2024-12-19,2.33,4,1,2274cb1776e+CLF,True,C_1,L_1,9mly|1|C_1|L_1,4cb64b07dab67e18adc20a82ff1eef4b84ce00844ee7fe7bd047a7a32d67883b,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hu9}{1}{['C_1', 'J_1']}",9hu9,1,2024-12-21,2.4,4,1,4b1d82a91ae+UD1,True,C_1,J_1,9hu9|1|C_1|J_1,4d7b4a6ebcb23ddcabca11ede3bb07764e5a165e48edc3730f386c570c935783,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mm0}{1}{['D_1', 'K_1']}",9mm0,1,2024-12-19,2.19,4,1,219b8757b84+FE,True,D_1,K_1,9mm0|1|D_1|K_1,4e086c97f6fd0b3fe9f4da6cb80bd3fd2a70da6f28606f9c8eabe3ccc9c345cd,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsz}{1}{['A_1', 'D_1']}",9hsz,1,2024-12-19,1.96,2,1,c6e0837fb0a+4AP,True,A_1,D_1,9hsz|1|A_1|D_1,4e8b6408e32890908c07d9cd4c3299c9ef5c50e5df3556da25a4c0cbdfc6a759,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mm2}{1}{['A_1', 'Q_1']}",9mm2,1,2024-12-19,1.33,1,1,5659667ca40+NH4,True,A_1,Q_1,9mm2|1|A_1|Q_1,4eebff8dfc35eab0ac9f079970ac20ebad9a43b0654447b0d6681f128ff35eb4,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mly}{1}{['C_1', 'G_1']}",9mly,1,2024-12-19,2.33,4,1,2274cb1776e+FE,True,C_1,G_1,9mly|1|C_1|G_1,50338539d01c90c949466a112a0abf675cb7cc63a7ca014b7980944129fa2239,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9moj}{1}{['A_1', 'C_1']}",9moj,1,2024-12-26,2.3,4,2,b823c2455d0+b5ad9a9419c,True,A_1,C_1,9moj|1|A_1|C_1,504261a211efb1bcbc602feef684fd01f8b3b1e5491d52b911832f5590fad541,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsz}{1}{['A_2', 'E_2']}",9hsz,1,2024-12-19,1.96,2,1,c6e0837fb0a+4AP,True,A_2,E_2,9hsz|1|A_2|E_2,5216abf9e5f76dbe511117023d3fcfd6d7e22ca172be3976f708885d7b20b92b,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsr}{1}{['A_2', 'B_2']}",9hsr,1,2024-12-19,2.42,2,1,c6e0837fb0a+XFV,True,A_2,B_2,9hsr|1|A_2|B_2,52959e97ed51067f0c4f745b8cbc79c145ce7998fb77f028466004a4a1259c69,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l6z}{1}{['A_1', 'D_1']}",9l6z,1,2024-12-25,1.8,2,1,a35d9fcd8e2+NA,True,A_1,D_1,9l6z|1|A_1|D_1,53156e4ad0b4a43d8e20dd5aba42b352a3f0089f20115b95a12a8f67a4aab63c,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsp}{1}{['A_2', 'C_2']}",9hsp,1,2024-12-19,2.09,2,1,c6e0837fb0a+9OI,True,A_2,C_2,9hsp|1|A_2|C_2,53825a6d50367a06042199390b084ecf0c34540e2b35eacc8198c567834379f9,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsi}{1}{['A_2', 'B_2']}",9hsi,1,2024-12-19,1.97,2,1,c6e0837fb0a+PC,True,A_2,B_2,9hsi|1|A_2|B_2,53df2151c364b75a2132c9353708bbe3c388aca1d74a18a305e7dfea509b15cb,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l7e}{1}{['A_1', 'B_1']}",9l7e,1,2024-12-26,2.4,1,1,a5e83a00352+MG,True,A_1,B_1,9l7e|1|A_1|B_1,54efb0f24a72a4c33d571bae9506596d644315aaefca15ce90278860737eb5e5,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mp5}{1}{['A_1', 'G_1']}",9mp5,1,2024-12-30,1.97,1,1,71855bdbc1b+NA,True,A_1,G_1,9mp5|1|A_1|G_1,554c4057a51c2eab3d143b550a9523b374bc6b275d06aaa8aadee972bcf5440d,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hs0}{1}{['A_1', 'C_1']}",9hs0,1,2024-12-18,1.3,3,1,b2b5a1004cf+CU,True,A_1,C_1,9hs0|1|A_1|C_1,5552f38c2d1c3c7969195a03eb7092e2e51e7f50a220d0f8bbd9ae91c20055c3,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mm0}{1}{['A_1', 'B_1']}",9mm0,1,2024-12-19,2.19,4,2,2274cb1776e+219b8757b84,True,A_1,B_1,9mm0|1|A_1|B_1,55885367ac2bc44c8c1fcd37c11dac35874490c8763c83e64ea79ac2eb322913,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9moj}{1}{['B_1', 'C_1']}",9moj,1,2024-12-26,2.3,4,2,b823c2455d0+b5ad9a9419c,True,B_1,C_1,9moj|1|B_1|C_1,57083b0072cd270aa168111c990a67b139ea95b7253917f9a3702a254ddea2c4,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mpa}{1}{['A_1', 'D_1']}",9mpa,1,2024-12-30,1.85,1,1,71855bdbc1b+CL,True,A_1,D_1,9mpa|1|A_1|D_1,57a0210415e09d69e4bd6116a554ae8f53727a7d3b10660df2f9612fe06b52ae,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hvc}{1}{['A_1', 'B_1']}",9hvc,1,2024-12-26,2.24,1,1,a437772994f+LHG,True,A_1,B_1,9hvc|1|A_1|B_1,584420fbad50e889e6b1afef9866045d7123e6f7f86e0320d3b46ea6557658cd,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mp5}{1}{['A_1', 'E_1']}",9mp5,1,2024-12-30,1.97,1,1,71855bdbc1b+CL,True,A_1,E_1,9mp5|1|A_1|E_1,58c5e22a800f50202ff2413c4d75af8729596a3d1af81c91b21864dec437c9b0,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mp7}{1}{['A_1', 'F_1']}",9mp7,1,2024-12-30,2.15,1,1,71855bdbc1b+CL,True,A_1,F_1,9mp7|1|A_1|F_1,5a138687a663b488908e8ebfb389c80ce22de6fa20cca6ae3120f3b8e9bdd327,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hs0}{1}{['A_1', 'B_1']}",9hs0,1,2024-12-18,1.3,3,1,b2b5a1004cf+CU,True,A_1,B_1,9hs0|1|A_1|B_1,5a75bf61f5d28960f75c55708a455547fc0a11236d13d87f3f7ebb34a5529239,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mm2}{1}{['A_1', 'B_1']}",9mm2,1,2024-12-19,1.33,1,1,5659667ca40+MG,True,A_1,B_1,9mm2|1|A_1|B_1,5ab4d69bce4b43b5e5160105a4f7dee6745c15dc834c08534176d5cba2f27f78,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l3p}{1}{['A_1', 'D_1']}",9l3p,1,2024-12-19,2.34,1,1,"79e20c5e2c0+GLC,BGC,BGC,XYS,GAL,BGC,XYS,GAL,XYS",True,A_1,D_1,9l3p|1|A_1|D_1,5b29ba69d47f3782fb325162fcd1dfbcbc7aa9f483be2c2fd676e301783fc6fd,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l2n}{1}{['A_1', 'C_1']}",9l2n,1,2024-12-17,1.7,2,1,8afa22d4e3a+ADP,True,A_1,C_1,9l2n|1|A_1|C_1,5c616fe6e5fe1f1fd6db9a9bb9824f85c65d5dc502eec7887d69ee17b7abce68,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9htx}{1}{['A_1', 'B_1']}",9htx,1,2024-12-20,2.0,4,2,4b1d82a91ae+4b1d82a91ae,True,A_1,B_1,9htx|1|A_1|B_1,5ce5820aaf0b9d13d4205db71d66c97037a55fbb4e56c4fc0a2997f81c799bc5,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9moj}{1}{['B_1', 'D_1']}",9moj,1,2024-12-26,2.3,4,2,b823c2455d0+b5ad9a9419c,True,B_1,D_1,9moj|1|B_1|D_1,5d0d03a7c5d39dc2db85229e6bfe42cf8bc3733dfa1cc3279a0dd5f47a9dc0e1,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hs0}{1}{['A_1', 'A_3']}",9hs0,1,2024-12-18,1.3,3,2,b2b5a1004cf+b2b5a1004cf,True,A_1,A_3,9hs0|1|A_1|A_3,5e0393a1e96f1f25bda22f53a6e1430cd587dc1c91b249ef8925a2d6a09e3320,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l2n}{1}{['A_1', 'B_1']}",9l2n,1,2024-12-17,1.7,2,2,8afa22d4e3a+37675c227ed,True,A_1,B_1,9l2n|1|A_1|B_1,5e09ae7c4da90e9a88a7078bb3e6bfb2b19034d4c64bd52bdbbe771566355b8f,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mm1}{1}{['B_1', 'D_1']}",9mm1,1,2024-12-19,2.08,4,2,219b8757b84+219b8757b84,True,B_1,D_1,9mm1|1|B_1|D_1,5fb2e9f385ae0ac248a876a215c7f24e85a1494cc67e4c754806e4bc7cf8b746,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mly}{1}{['B_1', 'K_1']}",9mly,1,2024-12-19,2.33,4,1,219b8757b84+FE,True,B_1,K_1,9mly|1|B_1|K_1,5fdc4eef82fdd39de196c7718af4bf4fb6613ff78fb7d871751b11beda3998f4,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l7e}{1}{['A_1', 'C_1']}",9l7e,1,2024-12-26,2.4,1,1,a5e83a00352+ADP,True,A_1,C_1,9l7e|1|A_1|C_1,6012d6007e29ef930cf8509bd6248d4a303d8bb0151d6c147af3e5fdf1876f19,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsm}{1}{['A_1', 'B_1']}",9hsm,1,2024-12-19,2.05,2,1,c6e0837fb0a+BME,True,A_1,B_1,9hsm|1|A_1|B_1,601cc0f52746e4cb6b0a713c86cd1ca7317afecdc2a103c7207e0dccc29931bd,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hse}{1}{['A_2', 'B_2']}",9hse,1,2024-12-19,1.96,2,1,c6e0837fb0a+A1IWU,True,A_2,B_2,9hse|1|A_2|B_2,604786262b9c99910e5f0962722050a10d4044f621abe1faf8cbd1a1e7b2ebf4,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l2n}{1}{['A_1', 'H_1']}",9l2n,1,2024-12-17,1.7,2,1,8afa22d4e3a+CY9,True,A_1,H_1,9l2n|1|A_1|H_1,616080cd2a4db91d0331c90f7a15621ae09eda746406849f53a2ea7a1bda0f45,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9ml8}{4}{['K_1', 'L_1']}",9ml8,4,2024-12-18,2.4,3,2,feb6bee15c4+2a1ecf73689,True,K_1,L_1,9ml8|4|K_1|L_1,61c4a8b69f1fc61b0cc71893ca1462feaf8da7a1955e001e0aec216d821214fa,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsl}{1}{['A_1', 'B_1']}",9hsl,1,2024-12-19,2.15,2,1,c6e0837fb0a+S3V,True,A_1,B_1,9hsl|1|A_1|B_1,62cc04e8d39001f6c68b8cd09d66e1feb973e141dc6b75cce5c397345be888a8,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mm2}{1}{['A_1', 'F_1']}",9mm2,1,2024-12-19,1.33,1,1,5659667ca40+NA,True,A_1,F_1,9mm2|1|A_1|F_1,65ba68975516884b6ad188eafa0380e731e87ab0e72ed94f2e72716e8fbf46a3,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mlz}{1}{['A_1', 'K_1']}",9mlz,1,2024-12-19,2.19,4,1,2274cb1776e+FE,True,A_1,K_1,9mlz|1|A_1|K_1,66beda98f6a8781f441c3aa81d24fd5ddca34a4a041fe4153f470f9961dfb20d,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsn}{1}{['A_1', 'A_2']}",9hsn,1,2024-12-19,2.09,2,2,c6e0837fb0a+c6e0837fb0a,True,A_1,A_2,9hsn|1|A_1|A_2,66e5b8294e659d17ab8b87e7e6e418254982a1e0196e3f5d590e98f2b7b2623f,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsw}{1}{['A_1', 'A_2']}",9hsw,1,2024-12-19,1.76,2,2,c6e0837fb0a+c6e0837fb0a,True,A_1,A_2,9hsw|1|A_1|A_2,67c3c2b7032f63000ff77f8feece02a5a210af91e2fb208dcf23164e26edcf73,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l3c}{1}{['A_1', 'Q_1']}",9l3c,1,2024-12-18,2.23,2,1,44966d25721+CL,True,A_1,Q_1,9l3c|1|A_1|Q_1,68631eed4816fd7e9060521f683f73e08dcf315bb520155fb895a6f4eec0dd3c,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hu9}{1}{['B_1', 'F_1']}",9hu9,1,2024-12-21,2.4,4,1,4b1d82a91ae+CIT,True,B_1,F_1,9hu9|1|B_1|F_1,69da54a11fd98c570f565cb4fa27b2aebdd282e490b7484a42f2dfc5a4fffd45,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mmh}{2}{['C_1', 'D_2']}",9mmh,2,2024-12-20,2.04,2,2,a03f084a88b+a03f084a88b,True,C_1,D_2,9mmh|2|C_1|D_2,6a28b4da8c10828eecab5a4df2e7fe9190bf9bb24ee90531c4f43526820a7e7a,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsz}{1}{['A_1', 'B_1']}",9hsz,1,2024-12-19,1.96,2,1,c6e0837fb0a+4AP,True,A_1,B_1,9hsz|1|A_1|B_1,6bc8c46bfe8e6713ea30b7de510ff27ea2d92862f75eb8e9ab9c6303f0dabedc,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsr}{1}{['A_2', 'C_2']}",9hsr,1,2024-12-19,2.42,2,1,c6e0837fb0a+XFV,True,A_2,C_2,9hsr|1|A_2|C_2,6c980a9da642c18fa3cb91c17ac0b20e8b25258f194a6804fdc732c6f273ab52,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hu9}{1}{['A_1', 'D_1']}",9hu9,1,2024-12-21,2.4,4,2,4b1d82a91ae+4b1d82a91ae,True,A_1,D_1,9hu9|1|A_1|D_1,6d6a7e55406d3ccdaeeee8b251f14676f3b9973e95c44de38e0d5cd40cdbe20c,,,requires_transform_preflight
